"","Year","State","levels","days"
"9871",2010,"Washington","Good Days",9534
"9872",2010,"Washington","Moderate Days",1060
"9873",2010,"Washington","Hazardous Days",0
"9874",2010,"Washington","Unhealthy Days",3
"9875",2010,"Washington","Very Unhealthy Days",2
"9876",2010,"Washington","Unhealthy for Sensitive Days",13
"9877",2010,"West Virginia","Good Days",2743
"9878",2010,"West Virginia","Moderate Days",1339
"9879",2010,"West Virginia","Hazardous Days",0
"9880",2010,"West Virginia","Unhealthy Days",9
"9881",2010,"West Virginia","Very Unhealthy Days",0
"9882",2010,"West Virginia","Unhealthy for Sensitive Days",103
"9883",2010,"Wisconsin","Good Days",5732
"9884",2010,"Wisconsin","Moderate Days",1261
"9885",2010,"Wisconsin","Hazardous Days",0
"9886",2010,"Wisconsin","Unhealthy Days",14
"9887",2010,"Wisconsin","Very Unhealthy Days",0
"9888",2010,"Wisconsin","Unhealthy for Sensitive Days",129
"9889",2010,"Wyoming","Good Days",4205
"9890",2010,"Wyoming","Moderate Days",959
"9891",2010,"Wyoming","Hazardous Days",0
"9892",2010,"Wyoming","Unhealthy Days",0
"9893",2010,"Wyoming","Very Unhealthy Days",0
"9894",2010,"Wyoming","Unhealthy for Sensitive Days",15
"9895",2011,"Alabama","Good Days",2712
"9896",2011,"Alabama","Moderate Days",1149
"9897",2011,"Alabama","Hazardous Days",0
"9898",2011,"Alabama","Unhealthy Days",7
"9899",2011,"Alabama","Very Unhealthy Days",0
"9900",2011,"Alabama","Unhealthy for Sensitive Days",75
"9901",2011,"Alaska","Good Days",1764
"9902",2011,"Alaska","Moderate Days",278
"9903",2011,"Alaska","Hazardous Days",0
"9904",2011,"Alaska","Unhealthy Days",5
"9905",2011,"Alaska","Very Unhealthy Days",1
"9906",2011,"Alaska","Unhealthy for Sensitive Days",29
"9907",2011,"Arizona","Good Days",2303
"9908",2011,"Arizona","Moderate Days",1521
"9909",2011,"Arizona","Hazardous Days",16
"9910",2011,"Arizona","Unhealthy Days",31
"9911",2011,"Arizona","Very Unhealthy Days",13
"9912",2011,"Arizona","Unhealthy for Sensitive Days",284
"9913",2011,"Arkansas","Good Days",2048
"9914",2011,"Arkansas","Moderate Days",824
"9915",2011,"Arkansas","Hazardous Days",0
"9916",2011,"Arkansas","Unhealthy Days",2
"9917",2011,"Arkansas","Very Unhealthy Days",0
"9918",2011,"Arkansas","Unhealthy for Sensitive Days",53
"9919",2011,"California","Good Days",10427
"9920",2011,"California","Moderate Days",6497
"9921",2011,"California","Hazardous Days",20
"9922",2011,"California","Unhealthy Days",379
"9923",2011,"California","Very Unhealthy Days",20
"9924",2011,"California","Unhealthy for Sensitive Days",1315
"9925",2011,"Colorado","Good Days",5345
"9926",2011,"Colorado","Moderate Days",2567
"9927",2011,"Colorado","Hazardous Days",1
"9928",2011,"Colorado","Unhealthy Days",13
"9929",2011,"Colorado","Very Unhealthy Days",1
"9930",2011,"Colorado","Unhealthy for Sensitive Days",270
"9931",2011,"Connecticut","Good Days",1773
"9932",2011,"Connecticut","Moderate Days",406
"9933",2011,"Connecticut","Hazardous Days",0
"9934",2011,"Connecticut","Unhealthy Days",20
"9935",2011,"Connecticut","Very Unhealthy Days",0
"9936",2011,"Connecticut","Unhealthy for Sensitive Days",48
"9937",2011,"Country Of Mexico","Good Days",185
"9938",2011,"Country Of Mexico","Moderate Days",123
"9939",2011,"Country Of Mexico","Hazardous Days",2
"9940",2011,"Country Of Mexico","Unhealthy Days",11
"9941",2011,"Country Of Mexico","Very Unhealthy Days",2
"9942",2011,"Country Of Mexico","Unhealthy for Sensitive Days",42
"9943",2011,"Delaware","Good Days",750
"9944",2011,"Delaware","Moderate Days",306
"9945",2011,"Delaware","Hazardous Days",0
"9946",2011,"Delaware","Unhealthy Days",7
"9947",2011,"Delaware","Very Unhealthy Days",0
"9948",2011,"Delaware","Unhealthy for Sensitive Days",32
"9949",2011,"District Of Columbia","Good Days",135
"9950",2011,"District Of Columbia","Moderate Days",214
"9951",2011,"District Of Columbia","Hazardous Days",0
"9952",2011,"District Of Columbia","Unhealthy Days",3
"9953",2011,"District Of Columbia","Very Unhealthy Days",0
"9954",2011,"District Of Columbia","Unhealthy for Sensitive Days",13
"9955",2011,"Florida","Good Days",10764
"9956",2011,"Florida","Moderate Days",2648
"9957",2011,"Florida","Hazardous Days",0
"9958",2011,"Florida","Unhealthy Days",8
"9959",2011,"Florida","Very Unhealthy Days",0
"9960",2011,"Florida","Unhealthy for Sensitive Days",142
"9961",2011,"Georgia","Good Days",4896
"9962",2011,"Georgia","Moderate Days",3484
"9963",2011,"Georgia","Hazardous Days",0
"9964",2011,"Georgia","Unhealthy Days",13
"9965",2011,"Georgia","Very Unhealthy Days",0
"9966",2011,"Georgia","Unhealthy for Sensitive Days",237
"9967",2011,"Hawaii","Good Days",834
"9968",2011,"Hawaii","Moderate Days",217
"9969",2011,"Hawaii","Hazardous Days",0
"9970",2011,"Hawaii","Unhealthy Days",135
"9971",2011,"Hawaii","Very Unhealthy Days",0
"9972",2011,"Hawaii","Unhealthy for Sensitive Days",138
"9973",2011,"Idaho","Good Days",4505
"9974",2011,"Idaho","Moderate Days",663
"9975",2011,"Idaho","Hazardous Days",0
"9976",2011,"Idaho","Unhealthy Days",6
"9977",2011,"Idaho","Very Unhealthy Days",0
"9978",2011,"Idaho","Unhealthy for Sensitive Days",42
"9979",2011,"Illinois","Good Days",6699
"9980",2011,"Illinois","Moderate Days",1865
"9981",2011,"Illinois","Hazardous Days",0
"9982",2011,"Illinois","Unhealthy Days",20
"9983",2011,"Illinois","Very Unhealthy Days",0
"9984",2011,"Illinois","Unhealthy for Sensitive Days",138
"9985",2011,"Indiana","Good Days",5444
"9986",2011,"Indiana","Moderate Days",3298
"9987",2011,"Indiana","Hazardous Days",0
"9988",2011,"Indiana","Unhealthy Days",16
"9989",2011,"Indiana","Very Unhealthy Days",0
"9990",2011,"Indiana","Unhealthy for Sensitive Days",222
"9991",2011,"Iowa","Good Days",3090
"9992",2011,"Iowa","Moderate Days",1656
"9993",2011,"Iowa","Hazardous Days",0
"9994",2011,"Iowa","Unhealthy Days",13
"9995",2011,"Iowa","Very Unhealthy Days",0
"9996",2011,"Iowa","Unhealthy for Sensitive Days",28
"9997",2011,"Kansas","Good Days",2285
"9998",2011,"Kansas","Moderate Days",758
"9999",2011,"Kansas","Hazardous Days",0
"10000",2011,"Kansas","Unhealthy Days",1
"10001",2011,"Kansas","Very Unhealthy Days",0
"10002",2011,"Kansas","Unhealthy for Sensitive Days",78
"10003",2011,"Kentucky","Good Days",6373
"10004",2011,"Kentucky","Moderate Days",2397
"10005",2011,"Kentucky","Hazardous Days",0
"10006",2011,"Kentucky","Unhealthy Days",13
"10007",2011,"Kentucky","Very Unhealthy Days",0
"10008",2011,"Kentucky","Unhealthy for Sensitive Days",153
"10009",2011,"Louisiana","Good Days",5007
"10010",2011,"Louisiana","Moderate Days",2152
"10011",2011,"Louisiana","Hazardous Days",0
"10012",2011,"Louisiana","Unhealthy Days",45
"10013",2011,"Louisiana","Very Unhealthy Days",0
"10014",2011,"Louisiana","Unhealthy for Sensitive Days",242
"10015",2011,"Maine","Good Days",2704
"10016",2011,"Maine","Moderate Days",283
"10017",2011,"Maine","Hazardous Days",0
"10018",2011,"Maine","Unhealthy Days",3
"10019",2011,"Maine","Very Unhealthy Days",0
"10020",2011,"Maine","Unhealthy for Sensitive Days",13
"10021",2011,"Maryland","Good Days",2856
"10022",2011,"Maryland","Moderate Days",1475
"10023",2011,"Maryland","Hazardous Days",0
"10024",2011,"Maryland","Unhealthy Days",44
"10025",2011,"Maryland","Very Unhealthy Days",3
"10026",2011,"Maryland","Unhealthy for Sensitive Days",183
"10027",2011,"Massachusetts","Good Days",2930
"10028",2011,"Massachusetts","Moderate Days",969
"10029",2011,"Massachusetts","Hazardous Days",0
"10030",2011,"Massachusetts","Unhealthy Days",7
"10031",2011,"Massachusetts","Very Unhealthy Days",1
"10032",2011,"Massachusetts","Unhealthy for Sensitive Days",50
"10033",2011,"Michigan","Good Days",5164
"10034",2011,"Michigan","Moderate Days",1284
"10035",2011,"Michigan","Hazardous Days",0
"10036",2011,"Michigan","Unhealthy Days",22
"10037",2011,"Michigan","Very Unhealthy Days",0
"10038",2011,"Michigan","Unhealthy for Sensitive Days",161
"10039",2011,"Minnesota","Good Days",4907
"10040",2011,"Minnesota","Moderate Days",1073
"10041",2011,"Minnesota","Hazardous Days",0
"10042",2011,"Minnesota","Unhealthy Days",1
"10043",2011,"Minnesota","Very Unhealthy Days",0
"10044",2011,"Minnesota","Unhealthy for Sensitive Days",23
"10045",2011,"Mississippi","Good Days",2259
"10046",2011,"Mississippi","Moderate Days",1111
"10047",2011,"Mississippi","Hazardous Days",0
"10048",2011,"Mississippi","Unhealthy Days",0
"10049",2011,"Mississippi","Very Unhealthy Days",0
"10050",2011,"Mississippi","Unhealthy for Sensitive Days",32
"10051",2011,"Missouri","Good Days",3972
"10052",2011,"Missouri","Moderate Days",2009
"10053",2011,"Missouri","Hazardous Days",0
"10054",2011,"Missouri","Unhealthy Days",21
"10055",2011,"Missouri","Very Unhealthy Days",0
"10056",2011,"Missouri","Unhealthy for Sensitive Days",263
"10057",2011,"Montana","Good Days",4158
"10058",2011,"Montana","Moderate Days",902
"10059",2011,"Montana","Hazardous Days",0
"10060",2011,"Montana","Unhealthy Days",9
"10061",2011,"Montana","Very Unhealthy Days",0
"10062",2011,"Montana","Unhealthy for Sensitive Days",72
"10063",2011,"Nebraska","Good Days",1753
"10064",2011,"Nebraska","Moderate Days",470
"10065",2011,"Nebraska","Hazardous Days",0
"10066",2011,"Nebraska","Unhealthy Days",0
"10067",2011,"Nebraska","Very Unhealthy Days",0
"10068",2011,"Nebraska","Unhealthy for Sensitive Days",6
"10069",2011,"Nevada","Good Days",2085
"10070",2011,"Nevada","Moderate Days",575
"10071",2011,"Nevada","Hazardous Days",0
"10072",2011,"Nevada","Unhealthy Days",2
"10073",2011,"Nevada","Very Unhealthy Days",0
"10074",2011,"Nevada","Unhealthy for Sensitive Days",61
"10075",2011,"New Hampshire","Good Days",1816
"10076",2011,"New Hampshire","Moderate Days",505
"10077",2011,"New Hampshire","Hazardous Days",0
"10078",2011,"New Hampshire","Unhealthy Days",9
"10079",2011,"New Hampshire","Very Unhealthy Days",0
"10080",2011,"New Hampshire","Unhealthy for Sensitive Days",62
"10081",2011,"New Jersey","Good Days",3975
"10082",2011,"New Jersey","Moderate Days",1420
"10083",2011,"New Jersey","Hazardous Days",0
"10084",2011,"New Jersey","Unhealthy Days",30
"10085",2011,"New Jersey","Very Unhealthy Days",0
"10086",2011,"New Jersey","Unhealthy for Sensitive Days",174
"10087",2011,"New Mexico","Good Days",2958
"10088",2011,"New Mexico","Moderate Days",1224
"10089",2011,"New Mexico","Hazardous Days",7
"10090",2011,"New Mexico","Unhealthy Days",6
"10091",2011,"New Mexico","Very Unhealthy Days",2
"10092",2011,"New Mexico","Unhealthy for Sensitive Days",89
"10093",2011,"New York","Good Days",7399
"10094",2011,"New York","Moderate Days",1945
"10095",2011,"New York","Hazardous Days",0
"10096",2011,"New York","Unhealthy Days",19
"10097",2011,"New York","Very Unhealthy Days",1
"10098",2011,"New York","Unhealthy for Sensitive Days",104
"10099",2011,"North Carolina","Good Days",7099
"10100",2011,"North Carolina","Moderate Days",3280
"10101",2011,"North Carolina","Hazardous Days",0
"10102",2011,"North Carolina","Unhealthy Days",14
"10103",2011,"North Carolina","Very Unhealthy Days",0
"10104",2011,"North Carolina","Unhealthy for Sensitive Days",200
"10105",2011,"North Dakota","Good Days",2904
"10106",2011,"North Dakota","Moderate Days",268
"10107",2011,"North Dakota","Hazardous Days",0
"10108",2011,"North Dakota","Unhealthy Days",0
"10109",2011,"North Dakota","Very Unhealthy Days",1
"10110",2011,"North Dakota","Unhealthy for Sensitive Days",9
"10111",2011,"Ohio","Good Days",8439
"10112",2011,"Ohio","Moderate Days",3957
"10113",2011,"Ohio","Hazardous Days",0
"10114",2011,"Ohio","Unhealthy Days",30
"10115",2011,"Ohio","Very Unhealthy Days",0
"10116",2011,"Ohio","Unhealthy for Sensitive Days",468
"10117",2011,"Oklahoma","Good Days",3264
"10118",2011,"Oklahoma","Moderate Days",2052
"10119",2011,"Oklahoma","Hazardous Days",0
"10120",2011,"Oklahoma","Unhealthy Days",17
"10121",2011,"Oklahoma","Very Unhealthy Days",0
"10122",2011,"Oklahoma","Unhealthy for Sensitive Days",340
"10123",2011,"Oregon","Good Days",6454
"10124",2011,"Oregon","Moderate Days",1433
"10125",2011,"Oregon","Hazardous Days",0
"10126",2011,"Oregon","Unhealthy Days",11
"10127",2011,"Oregon","Very Unhealthy Days",0
"10128",2011,"Oregon","Unhealthy for Sensitive Days",85
"10129",2011,"Pennsylvania","Good Days",8142
"10130",2011,"Pennsylvania","Moderate Days",4331
"10131",2011,"Pennsylvania","Hazardous Days",0
"10132",2011,"Pennsylvania","Unhealthy Days",26
"10133",2011,"Pennsylvania","Very Unhealthy Days",0
"10134",2011,"Pennsylvania","Unhealthy for Sensitive Days",312
"10135",2011,"Puerto Rico","Good Days",2525
"10136",2011,"Puerto Rico","Moderate Days",63
"10137",2011,"Puerto Rico","Hazardous Days",0
"10138",2011,"Puerto Rico","Unhealthy Days",0
"10139",2011,"Puerto Rico","Very Unhealthy Days",0
"10140",2011,"Puerto Rico","Unhealthy for Sensitive Days",0
"10141",2011,"Rhode Island","Good Days",731
"10142",2011,"Rhode Island","Moderate Days",194
"10143",2011,"Rhode Island","Hazardous Days",0
"10144",2011,"Rhode Island","Unhealthy Days",0
"10145",2011,"Rhode Island","Very Unhealthy Days",0
"10146",2011,"Rhode Island","Unhealthy for Sensitive Days",19
"10147",2011,"South Carolina","Good Days",3018
"10148",2011,"South Carolina","Moderate Days",1429
"10149",2011,"South Carolina","Hazardous Days",0
"10150",2011,"South Carolina","Unhealthy Days",2
"10151",2011,"South Carolina","Very Unhealthy Days",0
"10152",2011,"South Carolina","Unhealthy for Sensitive Days",57
"10153",2011,"South Dakota","Good Days",2666
"10154",2011,"South Dakota","Moderate Days",337
"10155",2011,"South Dakota","Hazardous Days",0
"10156",2011,"South Dakota","Unhealthy Days",0
"10157",2011,"South Dakota","Very Unhealthy Days",0
"10158",2011,"South Dakota","Unhealthy for Sensitive Days",3
"10159",2011,"Tennessee","Good Days",3916
"10160",2011,"Tennessee","Moderate Days",1780
"10161",2011,"Tennessee","Hazardous Days",0
"10162",2011,"Tennessee","Unhealthy Days",13
"10163",2011,"Tennessee","Very Unhealthy Days",0
"10164",2011,"Tennessee","Unhealthy for Sensitive Days",209
"10165",2011,"Texas","Good Days",9358
"10166",2011,"Texas","Moderate Days",3988
"10167",2011,"Texas","Hazardous Days",0
"10168",2011,"Texas","Unhealthy Days",86
"10169",2011,"Texas","Very Unhealthy Days",2
"10170",2011,"Texas","Unhealthy for Sensitive Days",536
"10171",2011,"Utah","Good Days",2899
"10172",2011,"Utah","Moderate Days",1470
"10173",2011,"Utah","Hazardous Days",0
"10174",2011,"Utah","Unhealthy Days",33
"10175",2011,"Utah","Very Unhealthy Days",9
"10176",2011,"Utah","Unhealthy for Sensitive Days",112
"10177",2011,"Vermont","Good Days",822
"10178",2011,"Vermont","Moderate Days",265
"10179",2011,"Vermont","Hazardous Days",0
"10180",2011,"Vermont","Unhealthy Days",0
"10181",2011,"Vermont","Very Unhealthy Days",0
"10182",2011,"Vermont","Unhealthy for Sensitive Days",9
"10183",2011,"Virgin Islands","Good Days",436
"10184",2011,"Virgin Islands","Moderate Days",39
"10185",2011,"Virgin Islands","Hazardous Days",0
"10186",2011,"Virgin Islands","Unhealthy Days",2
"10187",2011,"Virgin Islands","Very Unhealthy Days",0
"10188",2011,"Virgin Islands","Unhealthy for Sensitive Days",4
"10189",2011,"Virginia","Good Days",6847
"10190",2011,"Virginia","Moderate Days",1764
"10191",2011,"Virginia","Hazardous Days",0
"10192",2011,"Virginia","Unhealthy Days",13
"10193",2011,"Virginia","Very Unhealthy Days",0
"10194",2011,"Virginia","Unhealthy for Sensitive Days",120
"10195",2011,"Washington","Good Days",9041
"10196",2011,"Washington","Moderate Days",1343
"10197",2011,"Washington","Hazardous Days",0
"10198",2011,"Washington","Unhealthy Days",13
"10199",2011,"Washington","Very Unhealthy Days",0
"10200",2011,"Washington","Unhealthy for Sensitive Days",47
"10201",2011,"West Virginia","Good Days",3005
"10202",2011,"West Virginia","Moderate Days",1029
"10203",2011,"West Virginia","Hazardous Days",0
"10204",2011,"West Virginia","Unhealthy Days",8
"10205",2011,"West Virginia","Very Unhealthy Days",0
"10206",2011,"West Virginia","Unhealthy for Sensitive Days",58
"10207",2011,"Wisconsin","Good Days",5760
"10208",2011,"Wisconsin","Moderate Days",1416
"10209",2011,"Wisconsin","Hazardous Days",0
"10210",2011,"Wisconsin","Unhealthy Days",12
"10211",2011,"Wisconsin","Very Unhealthy Days",1
"10212",2011,"Wisconsin","Unhealthy for Sensitive Days",130
"10213",2011,"Wyoming","Good Days",4330
"10214",2011,"Wyoming","Moderate Days",1134
"10215",2011,"Wyoming","Hazardous Days",0
"10216",2011,"Wyoming","Unhealthy Days",5
"10217",2011,"Wyoming","Very Unhealthy Days",3
"10218",2011,"Wyoming","Unhealthy for Sensitive Days",37
"10219",2012,"Alabama","Good Days",2875
"10220",2012,"Alabama","Moderate Days",865
"10221",2012,"Alabama","Hazardous Days",0
"10222",2012,"Alabama","Unhealthy Days",4
"10223",2012,"Alabama","Very Unhealthy Days",0
"10224",2012,"Alabama","Unhealthy for Sensitive Days",54
"10225",2012,"Alaska","Good Days",1956
"10226",2012,"Alaska","Moderate Days",293
"10227",2012,"Alaska","Hazardous Days",0
"10228",2012,"Alaska","Unhealthy Days",25
"10229",2012,"Alaska","Very Unhealthy Days",2
"10230",2012,"Alaska","Unhealthy for Sensitive Days",21
"10231",2012,"Arizona","Good Days",2416
"10232",2012,"Arizona","Moderate Days",1561
"10233",2012,"Arizona","Hazardous Days",4
"10234",2012,"Arizona","Unhealthy Days",40
"10235",2012,"Arizona","Very Unhealthy Days",4
"10236",2012,"Arizona","Unhealthy for Sensitive Days",350
"10237",2012,"Arkansas","Good Days",2161
"10238",2012,"Arkansas","Moderate Days",758
"10239",2012,"Arkansas","Hazardous Days",0
"10240",2012,"Arkansas","Unhealthy Days",5
"10241",2012,"Arkansas","Very Unhealthy Days",0
"10242",2012,"Arkansas","Unhealthy for Sensitive Days",51
"10243",2012,"California","Good Days",10907
"10244",2012,"California","Moderate Days",6142
"10245",2012,"California","Hazardous Days",22
"10246",2012,"California","Unhealthy Days",369
"10247",2012,"California","Very Unhealthy Days",20
"10248",2012,"California","Unhealthy for Sensitive Days",1395
"10249",2012,"Colorado","Good Days",5493
"10250",2012,"Colorado","Moderate Days",2291
"10251",2012,"Colorado","Hazardous Days",0
"10252",2012,"Colorado","Unhealthy Days",27
"10253",2012,"Colorado","Very Unhealthy Days",1
"10254",2012,"Colorado","Unhealthy for Sensitive Days",357
"10255",2012,"Connecticut","Good Days",1782
"10256",2012,"Connecticut","Moderate Days",607
"10257",2012,"Connecticut","Hazardous Days",0
"10258",2012,"Connecticut","Unhealthy Days",26
"10259",2012,"Connecticut","Very Unhealthy Days",0
"10260",2012,"Connecticut","Unhealthy for Sensitive Days",103
"10261",2012,"Country Of Mexico","Good Days",252
"10262",2012,"Country Of Mexico","Moderate Days",69
"10263",2012,"Country Of Mexico","Hazardous Days",3
"10264",2012,"Country Of Mexico","Unhealthy Days",11
"10265",2012,"Country Of Mexico","Very Unhealthy Days",1
"10266",2012,"Country Of Mexico","Unhealthy for Sensitive Days",30
"10267",2012,"Delaware","Good Days",712
"10268",2012,"Delaware","Moderate Days",303
"10269",2012,"Delaware","Hazardous Days",0
"10270",2012,"Delaware","Unhealthy Days",10
"10271",2012,"Delaware","Very Unhealthy Days",0
"10272",2012,"Delaware","Unhealthy for Sensitive Days",49
"10273",2012,"District Of Columbia","Good Days",127
"10274",2012,"District Of Columbia","Moderate Days",211
"10275",2012,"District Of Columbia","Hazardous Days",0
"10276",2012,"District Of Columbia","Unhealthy Days",4
"10277",2012,"District Of Columbia","Very Unhealthy Days",0
"10278",2012,"District Of Columbia","Unhealthy for Sensitive Days",24
"10279",2012,"Florida","Good Days",11897
"10280",2012,"Florida","Moderate Days",1966
"10281",2012,"Florida","Hazardous Days",0
"10282",2012,"Florida","Unhealthy Days",7
"10283",2012,"Florida","Very Unhealthy Days",0
"10284",2012,"Florida","Unhealthy for Sensitive Days",69
"10285",2012,"Georgia","Good Days",5775
"10286",2012,"Georgia","Moderate Days",2755
"10287",2012,"Georgia","Hazardous Days",0
"10288",2012,"Georgia","Unhealthy Days",19
"10289",2012,"Georgia","Very Unhealthy Days",1
"10290",2012,"Georgia","Unhealthy for Sensitive Days",106
"10291",2012,"Hawaii","Good Days",1006
"10292",2012,"Hawaii","Moderate Days",98
"10293",2012,"Hawaii","Hazardous Days",1
"10294",2012,"Hawaii","Unhealthy Days",221
"10295",2012,"Hawaii","Very Unhealthy Days",3
"10296",2012,"Hawaii","Unhealthy for Sensitive Days",115
"10297",2012,"Idaho","Good Days",4241
"10298",2012,"Idaho","Moderate Days",795
"10299",2012,"Idaho","Hazardous Days",0
"10300",2012,"Idaho","Unhealthy Days",45
"10301",2012,"Idaho","Very Unhealthy Days",13
"10302",2012,"Idaho","Unhealthy for Sensitive Days",53
"10303",2012,"Illinois","Good Days",6372
"10304",2012,"Illinois","Moderate Days",1950
"10305",2012,"Illinois","Hazardous Days",0
"10306",2012,"Illinois","Unhealthy Days",47
"10307",2012,"Illinois","Very Unhealthy Days",2
"10308",2012,"Illinois","Unhealthy for Sensitive Days",348
"10309",2012,"Indiana","Good Days",5405
"10310",2012,"Indiana","Moderate Days",3232
"10311",2012,"Indiana","Hazardous Days",0
"10312",2012,"Indiana","Unhealthy Days",36
"10313",2012,"Indiana","Very Unhealthy Days",6
"10314",2012,"Indiana","Unhealthy for Sensitive Days",385
"10315",2012,"Iowa","Good Days",3099
"10316",2012,"Iowa","Moderate Days",1710
"10317",2012,"Iowa","Hazardous Days",0
"10318",2012,"Iowa","Unhealthy Days",7
"10319",2012,"Iowa","Very Unhealthy Days",0
"10320",2012,"Iowa","Unhealthy for Sensitive Days",82
"10321",2012,"Kansas","Good Days",2313
"10322",2012,"Kansas","Moderate Days",684
"10323",2012,"Kansas","Hazardous Days",0
"10324",2012,"Kansas","Unhealthy Days",11
"10325",2012,"Kansas","Very Unhealthy Days",0
"10326",2012,"Kansas","Unhealthy for Sensitive Days",145
"10327",2012,"Kentucky","Good Days",6224
"10328",2012,"Kentucky","Moderate Days",2258
"10329",2012,"Kentucky","Hazardous Days",0
"10330",2012,"Kentucky","Unhealthy Days",36
"10331",2012,"Kentucky","Very Unhealthy Days",4
"10332",2012,"Kentucky","Unhealthy for Sensitive Days",340
"10333",2012,"Louisiana","Good Days",5280
"10334",2012,"Louisiana","Moderate Days",2052
"10335",2012,"Louisiana","Hazardous Days",0
"10336",2012,"Louisiana","Unhealthy Days",11
"10337",2012,"Louisiana","Very Unhealthy Days",0
"10338",2012,"Louisiana","Unhealthy for Sensitive Days",116
"10339",2012,"Maine","Good Days",2844
"10340",2012,"Maine","Moderate Days",229
"10341",2012,"Maine","Hazardous Days",0
"10342",2012,"Maine","Unhealthy Days",0
"10343",2012,"Maine","Very Unhealthy Days",0
"10344",2012,"Maine","Unhealthy for Sensitive Days",9
"10345",2012,"Maryland","Good Days",2941
"10346",2012,"Maryland","Moderate Days",1513
"10347",2012,"Maryland","Hazardous Days",0
"10348",2012,"Maryland","Unhealthy Days",42
"10349",2012,"Maryland","Very Unhealthy Days",4
"10350",2012,"Maryland","Unhealthy for Sensitive Days",198
"10351",2012,"Massachusetts","Good Days",3017
"10352",2012,"Massachusetts","Moderate Days",805
"10353",2012,"Massachusetts","Hazardous Days",0
"10354",2012,"Massachusetts","Unhealthy Days",8
"10355",2012,"Massachusetts","Very Unhealthy Days",0
"10356",2012,"Massachusetts","Unhealthy for Sensitive Days",73
"10357",2012,"Michigan","Good Days",4870
"10358",2012,"Michigan","Moderate Days",1526
"10359",2012,"Michigan","Hazardous Days",0
"10360",2012,"Michigan","Unhealthy Days",57
"10361",2012,"Michigan","Very Unhealthy Days",6
"10362",2012,"Michigan","Unhealthy for Sensitive Days",450
"10363",2012,"Minnesota","Good Days",5016
"10364",2012,"Minnesota","Moderate Days",1089
"10365",2012,"Minnesota","Hazardous Days",0
"10366",2012,"Minnesota","Unhealthy Days",1
"10367",2012,"Minnesota","Very Unhealthy Days",0
"10368",2012,"Minnesota","Unhealthy for Sensitive Days",20
"10369",2012,"Mississippi","Good Days",2505
"10370",2012,"Mississippi","Moderate Days",831
"10371",2012,"Mississippi","Hazardous Days",0
"10372",2012,"Mississippi","Unhealthy Days",2
"10373",2012,"Mississippi","Very Unhealthy Days",0
"10374",2012,"Mississippi","Unhealthy for Sensitive Days",39
"10375",2012,"Missouri","Good Days",3830
"10376",2012,"Missouri","Moderate Days",2079
"10377",2012,"Missouri","Hazardous Days",0
"10378",2012,"Missouri","Unhealthy Days",59
"10379",2012,"Missouri","Very Unhealthy Days",0
"10380",2012,"Missouri","Unhealthy for Sensitive Days",437
"10381",2012,"Montana","Good Days",4034
"10382",2012,"Montana","Moderate Days",1133
"10383",2012,"Montana","Hazardous Days",0
"10384",2012,"Montana","Unhealthy Days",46
"10385",2012,"Montana","Very Unhealthy Days",4
"10386",2012,"Montana","Unhealthy for Sensitive Days",80
"10387",2012,"Nebraska","Good Days",1637
"10388",2012,"Nebraska","Moderate Days",585
"10389",2012,"Nebraska","Hazardous Days",0
"10390",2012,"Nebraska","Unhealthy Days",1
"10391",2012,"Nebraska","Very Unhealthy Days",0
"10392",2012,"Nebraska","Unhealthy for Sensitive Days",32
"10393",2012,"Nevada","Good Days",1707
"10394",2012,"Nevada","Moderate Days",745
"10395",2012,"Nevada","Hazardous Days",8
"10396",2012,"Nevada","Unhealthy Days",6
"10397",2012,"Nevada","Very Unhealthy Days",0
"10398",2012,"Nevada","Unhealthy for Sensitive Days",85
"10399",2012,"New Hampshire","Good Days",1982
"10400",2012,"New Hampshire","Moderate Days",404
"10401",2012,"New Hampshire","Hazardous Days",0
"10402",2012,"New Hampshire","Unhealthy Days",0
"10403",2012,"New Hampshire","Very Unhealthy Days",0
"10404",2012,"New Hampshire","Unhealthy for Sensitive Days",19
"10405",2012,"New Jersey","Good Days",3901
"10406",2012,"New Jersey","Moderate Days",1286
"10407",2012,"New Jersey","Hazardous Days",0
"10408",2012,"New Jersey","Unhealthy Days",22
"10409",2012,"New Jersey","Very Unhealthy Days",0
"10410",2012,"New Jersey","Unhealthy for Sensitive Days",187
"10411",2012,"New Mexico","Good Days",3030
"10412",2012,"New Mexico","Moderate Days",1146
"10413",2012,"New Mexico","Hazardous Days",9
"10414",2012,"New Mexico","Unhealthy Days",3
"10415",2012,"New Mexico","Very Unhealthy Days",3
"10416",2012,"New Mexico","Unhealthy for Sensitive Days",83
"10417",2012,"New York","Good Days",7729
"10418",2012,"New York","Moderate Days",1772
"10419",2012,"New York","Hazardous Days",0
"10420",2012,"New York","Unhealthy Days",13
"10421",2012,"New York","Very Unhealthy Days",0
"10422",2012,"New York","Unhealthy for Sensitive Days",184
"10423",2012,"North Carolina","Good Days",8146
"10424",2012,"North Carolina","Moderate Days",2242
"10425",2012,"North Carolina","Hazardous Days",0
"10426",2012,"North Carolina","Unhealthy Days",17
"10427",2012,"North Carolina","Very Unhealthy Days",2
"10428",2012,"North Carolina","Unhealthy for Sensitive Days",127
"10429",2012,"North Dakota","Good Days",2880
"10430",2012,"North Dakota","Moderate Days",399
