"","Year","State","levels","days"
"2474",1988,"Alabama","Moderate Days",436
"2475",1988,"Alabama","Hazardous Days",0
"2476",1988,"Alabama","Unhealthy Days",80
"2477",1988,"Alabama","Very Unhealthy Days",13
"2478",1988,"Alabama","Unhealthy for Sensitive Days",219
"2479",1988,"Alaska","Good Days",1151
"2480",1988,"Alaska","Moderate Days",225
"2481",1988,"Alaska","Hazardous Days",0
"2482",1988,"Alaska","Unhealthy Days",5
"2483",1988,"Alaska","Very Unhealthy Days",0
"2484",1988,"Alaska","Unhealthy for Sensitive Days",24
"2485",1988,"Arizona","Good Days",1387
"2486",1988,"Arizona","Moderate Days",710
"2487",1988,"Arizona","Hazardous Days",0
"2488",1988,"Arizona","Unhealthy Days",81
"2489",1988,"Arizona","Very Unhealthy Days",0
"2490",1988,"Arizona","Unhealthy for Sensitive Days",285
"2491",1988,"Arkansas","Good Days",619
"2492",1988,"Arkansas","Moderate Days",117
"2493",1988,"Arkansas","Hazardous Days",0
"2494",1988,"Arkansas","Unhealthy Days",7
"2495",1988,"Arkansas","Very Unhealthy Days",0
"2496",1988,"Arkansas","Unhealthy for Sensitive Days",37
"2497",1988,"California","Good Days",8288
"2498",1988,"California","Moderate Days",3656
"2499",1988,"California","Hazardous Days",0
"2500",1988,"California","Unhealthy Days",816
"2501",1988,"California","Very Unhealthy Days",611
"2502",1988,"California","Unhealthy for Sensitive Days",1542
"2503",1988,"Colorado","Good Days",3393
"2504",1988,"Colorado","Moderate Days",1350
"2505",1988,"Colorado","Hazardous Days",0
"2506",1988,"Colorado","Unhealthy Days",37
"2507",1988,"Colorado","Very Unhealthy Days",2
"2508",1988,"Colorado","Unhealthy for Sensitive Days",214
"2509",1988,"Connecticut","Good Days",996
"2510",1988,"Connecticut","Moderate Days",590
"2511",1988,"Connecticut","Hazardous Days",0
"2512",1988,"Connecticut","Unhealthy Days",87
"2513",1988,"Connecticut","Very Unhealthy Days",76
"2514",1988,"Connecticut","Unhealthy for Sensitive Days",197
"2515",1988,"Delaware","Good Days",431
"2516",1988,"Delaware","Moderate Days",299
"2517",1988,"Delaware","Hazardous Days",0
"2518",1988,"Delaware","Unhealthy Days",51
"2519",1988,"Delaware","Very Unhealthy Days",46
"2520",1988,"Delaware","Unhealthy for Sensitive Days",181
"2521",1988,"District Of Columbia","Good Days",217
"2522",1988,"District Of Columbia","Moderate Days",78
"2523",1988,"District Of Columbia","Hazardous Days",0
"2524",1988,"District Of Columbia","Unhealthy Days",14
"2525",1988,"District Of Columbia","Very Unhealthy Days",8
"2526",1988,"District Of Columbia","Unhealthy for Sensitive Days",22
"2527",1988,"Florida","Good Days",3962
"2528",1988,"Florida","Moderate Days",1082
"2529",1988,"Florida","Hazardous Days",0
"2530",1988,"Florida","Unhealthy Days",88
"2531",1988,"Florida","Very Unhealthy Days",1
"2532",1988,"Florida","Unhealthy for Sensitive Days",412
"2533",1988,"Georgia","Good Days",2417
"2534",1988,"Georgia","Moderate Days",586
"2535",1988,"Georgia","Hazardous Days",0
"2536",1988,"Georgia","Unhealthy Days",86
"2537",1988,"Georgia","Very Unhealthy Days",35
"2538",1988,"Georgia","Unhealthy for Sensitive Days",270
"2539",1988,"Hawaii","Good Days",687
"2540",1988,"Hawaii","Moderate Days",8
"2541",1988,"Hawaii","Hazardous Days",0
"2542",1988,"Hawaii","Unhealthy Days",27
"2543",1988,"Hawaii","Very Unhealthy Days",0
"2544",1988,"Hawaii","Unhealthy for Sensitive Days",5
"2545",1988,"Idaho","Good Days",949
"2546",1988,"Idaho","Moderate Days",375
"2547",1988,"Idaho","Hazardous Days",0
"2548",1988,"Idaho","Unhealthy Days",19
"2549",1988,"Idaho","Very Unhealthy Days",0
"2550",1988,"Idaho","Unhealthy for Sensitive Days",84
"2551",1988,"Illinois","Good Days",4099
"2552",1988,"Illinois","Moderate Days",1781
"2553",1988,"Illinois","Hazardous Days",0
"2554",1988,"Illinois","Unhealthy Days",351
"2555",1988,"Illinois","Very Unhealthy Days",48
"2556",1988,"Illinois","Unhealthy for Sensitive Days",1062
"2557",1988,"Indiana","Good Days",3173
"2558",1988,"Indiana","Moderate Days",1956
"2559",1988,"Indiana","Hazardous Days",0
"2560",1988,"Indiana","Unhealthy Days",485
"2561",1988,"Indiana","Very Unhealthy Days",62
"2562",1988,"Indiana","Unhealthy for Sensitive Days",1254
"2563",1988,"Iowa","Good Days",1766
"2564",1988,"Iowa","Moderate Days",496
"2565",1988,"Iowa","Hazardous Days",0
"2566",1988,"Iowa","Unhealthy Days",125
"2567",1988,"Iowa","Very Unhealthy Days",1
"2568",1988,"Iowa","Unhealthy for Sensitive Days",343
"2569",1988,"Kansas","Good Days",679
"2570",1988,"Kansas","Moderate Days",264
"2571",1988,"Kansas","Hazardous Days",0
"2572",1988,"Kansas","Unhealthy Days",10
"2573",1988,"Kansas","Very Unhealthy Days",0
"2574",1988,"Kansas","Unhealthy for Sensitive Days",60
"2575",1988,"Kentucky","Good Days",2320
"2576",1988,"Kentucky","Moderate Days",1324
"2577",1988,"Kentucky","Hazardous Days",0
"2578",1988,"Kentucky","Unhealthy Days",275
"2579",1988,"Kentucky","Very Unhealthy Days",79
"2580",1988,"Kentucky","Unhealthy for Sensitive Days",620
"2581",1988,"Louisiana","Good Days",3046
"2582",1988,"Louisiana","Moderate Days",900
"2583",1988,"Louisiana","Hazardous Days",0
"2584",1988,"Louisiana","Unhealthy Days",101
"2585",1988,"Louisiana","Very Unhealthy Days",10
"2586",1988,"Louisiana","Unhealthy for Sensitive Days",373
"2587",1988,"Maine","Good Days",2008
"2588",1988,"Maine","Moderate Days",637
"2589",1988,"Maine","Hazardous Days",0
"2590",1988,"Maine","Unhealthy Days",79
"2591",1988,"Maine","Very Unhealthy Days",43
"2592",1988,"Maine","Unhealthy for Sensitive Days",256
"2593",1988,"Maryland","Good Days",1768
"2594",1988,"Maryland","Moderate Days",793
"2595",1988,"Maryland","Hazardous Days",0
"2596",1988,"Maryland","Unhealthy Days",187
"2597",1988,"Maryland","Very Unhealthy Days",150
"2598",1988,"Maryland","Unhealthy for Sensitive Days",251
"2599",1988,"Massachusetts","Good Days",1443
"2600",1988,"Massachusetts","Moderate Days",1200
"2601",1988,"Massachusetts","Hazardous Days",0
"2602",1988,"Massachusetts","Unhealthy Days",109
"2603",1988,"Massachusetts","Very Unhealthy Days",88
"2604",1988,"Massachusetts","Unhealthy for Sensitive Days",490
"2605",1988,"Michigan","Good Days",2397
"2606",1988,"Michigan","Moderate Days",616
"2607",1988,"Michigan","Hazardous Days",0
"2608",1988,"Michigan","Unhealthy Days",176
"2609",1988,"Michigan","Very Unhealthy Days",56
"2610",1988,"Michigan","Unhealthy for Sensitive Days",293
"2611",1988,"Minnesota","Good Days",2043
"2612",1988,"Minnesota","Moderate Days",709
"2613",1988,"Minnesota","Hazardous Days",0
"2614",1988,"Minnesota","Unhealthy Days",41
"2615",1988,"Minnesota","Very Unhealthy Days",2
"2616",1988,"Minnesota","Unhealthy for Sensitive Days",228
"2617",1988,"Mississippi","Good Days",1325
"2618",1988,"Mississippi","Moderate Days",340
"2619",1988,"Mississippi","Hazardous Days",0
"2620",1988,"Mississippi","Unhealthy Days",36
"2621",1988,"Mississippi","Very Unhealthy Days",1
"2622",1988,"Mississippi","Unhealthy for Sensitive Days",130
"2623",1988,"Missouri","Good Days",2360
"2624",1988,"Missouri","Moderate Days",1013
"2625",1988,"Missouri","Hazardous Days",0
"2626",1988,"Missouri","Unhealthy Days",215
"2627",1988,"Missouri","Very Unhealthy Days",26
"2628",1988,"Missouri","Unhealthy for Sensitive Days",585
"2629",1988,"Montana","Good Days",2375
"2630",1988,"Montana","Moderate Days",790
"2631",1988,"Montana","Hazardous Days",0
"2632",1988,"Montana","Unhealthy Days",185
"2633",1988,"Montana","Very Unhealthy Days",1
"2634",1988,"Montana","Unhealthy for Sensitive Days",292
"2635",1988,"Nebraska","Good Days",663
"2636",1988,"Nebraska","Moderate Days",234
"2637",1988,"Nebraska","Hazardous Days",0
"2638",1988,"Nebraska","Unhealthy Days",5
"2639",1988,"Nebraska","Very Unhealthy Days",0
"2640",1988,"Nebraska","Unhealthy for Sensitive Days",38
"2641",1988,"Nevada","Good Days",795
"2642",1988,"Nevada","Moderate Days",491
"2643",1988,"Nevada","Hazardous Days",0
"2644",1988,"Nevada","Unhealthy Days",9
"2645",1988,"Nevada","Very Unhealthy Days",3
"2646",1988,"Nevada","Unhealthy for Sensitive Days",152
"2647",1988,"New Hampshire","Good Days",724
"2648",1988,"New Hampshire","Moderate Days",461
"2649",1988,"New Hampshire","Hazardous Days",0
"2650",1988,"New Hampshire","Unhealthy Days",48
"2651",1988,"New Hampshire","Very Unhealthy Days",15
"2652",1988,"New Hampshire","Unhealthy for Sensitive Days",213
"2653",1988,"New Jersey","Good Days",2998
"2654",1988,"New Jersey","Moderate Days",1359
"2655",1988,"New Jersey","Hazardous Days",0
"2656",1988,"New Jersey","Unhealthy Days",202
"2657",1988,"New Jersey","Very Unhealthy Days",181
"2658",1988,"New Jersey","Unhealthy for Sensitive Days",342
"2659",1988,"New Mexico","Good Days",1527
"2660",1988,"New Mexico","Moderate Days",665
"2661",1988,"New Mexico","Hazardous Days",0
"2662",1988,"New Mexico","Unhealthy Days",29
"2663",1988,"New Mexico","Very Unhealthy Days",0
"2664",1988,"New Mexico","Unhealthy for Sensitive Days",175
"2665",1988,"New York","Good Days",3649
"2666",1988,"New York","Moderate Days",1983
"2667",1988,"New York","Hazardous Days",0
"2668",1988,"New York","Unhealthy Days",254
"2669",1988,"New York","Very Unhealthy Days",135
"2670",1988,"New York","Unhealthy for Sensitive Days",714
"2671",1988,"North Carolina","Good Days",2307
"2672",1988,"North Carolina","Moderate Days",1074
"2673",1988,"North Carolina","Hazardous Days",0
"2674",1988,"North Carolina","Unhealthy Days",149
"2675",1988,"North Carolina","Very Unhealthy Days",69
"2676",1988,"North Carolina","Unhealthy for Sensitive Days",348
"2677",1988,"North Dakota","Good Days",2114
"2678",1988,"North Dakota","Moderate Days",410
"2679",1988,"North Dakota","Hazardous Days",0
"2680",1988,"North Dakota","Unhealthy Days",25
"2681",1988,"North Dakota","Very Unhealthy Days",0
"2682",1988,"North Dakota","Unhealthy for Sensitive Days",125
"2683",1988,"Ohio","Good Days",4474
"2684",1988,"Ohio","Moderate Days",2460
"2685",1988,"Ohio","Hazardous Days",0
"2686",1988,"Ohio","Unhealthy Days",507
"2687",1988,"Ohio","Very Unhealthy Days",175
"2688",1988,"Ohio","Unhealthy for Sensitive Days",1238
"2689",1988,"Oklahoma","Good Days",1177
"2690",1988,"Oklahoma","Moderate Days",426
"2691",1988,"Oklahoma","Hazardous Days",0
"2692",1988,"Oklahoma","Unhealthy Days",92
"2693",1988,"Oklahoma","Very Unhealthy Days",2
"2694",1988,"Oklahoma","Unhealthy for Sensitive Days",266
"2695",1988,"Oregon","Good Days",2240
"2696",1988,"Oregon","Moderate Days",1007
"2697",1988,"Oregon","Hazardous Days",4
"2698",1988,"Oregon","Unhealthy Days",15
"2699",1988,"Oregon","Very Unhealthy Days",3
"2700",1988,"Oregon","Unhealthy for Sensitive Days",65
"2701",1988,"Pennsylvania","Good Days",3813
"2702",1988,"Pennsylvania","Moderate Days",2263
"2703",1988,"Pennsylvania","Hazardous Days",2
"2704",1988,"Pennsylvania","Unhealthy Days",489
"2705",1988,"Pennsylvania","Very Unhealthy Days",218
"2706",1988,"Pennsylvania","Unhealthy for Sensitive Days",955
"2707",1988,"Puerto Rico","Good Days",656
"2708",1988,"Puerto Rico","Moderate Days",104
"2709",1988,"Puerto Rico","Hazardous Days",0
"2710",1988,"Puerto Rico","Unhealthy Days",0
"2711",1988,"Puerto Rico","Very Unhealthy Days",0
"2712",1988,"Puerto Rico","Unhealthy for Sensitive Days",9
"2713",1988,"Rhode Island","Good Days",290
"2714",1988,"Rhode Island","Moderate Days",149
"2715",1988,"Rhode Island","Hazardous Days",0
"2716",1988,"Rhode Island","Unhealthy Days",21
"2717",1988,"Rhode Island","Very Unhealthy Days",8
"2718",1988,"Rhode Island","Unhealthy for Sensitive Days",74
"2719",1988,"South Carolina","Good Days",1776
"2720",1988,"South Carolina","Moderate Days",555
"2721",1988,"South Carolina","Hazardous Days",0
"2722",1988,"South Carolina","Unhealthy Days",84
"2723",1988,"South Carolina","Very Unhealthy Days",9
"2724",1988,"South Carolina","Unhealthy for Sensitive Days",236
"2725",1988,"South Dakota","Good Days",481
"2726",1988,"South Dakota","Moderate Days",44
